"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5779","E2E","chromium","Fri Oct 24 03:08:19 EEST 2025","passed","Fri Oct 24 03:08:25 EEST 2025","","PomPromo.spec.ts","",""
